controller_time_s,frame_idx,head_image,wrist_image
10512.699999999999,1,frame_00001.png,frame_00001.png
10512.9,2,frame_00002.png,frame_00002.png
10513.0,3,frame_00003.png,frame_00003.png
10513.1,4,frame_00004.png,frame_00004.png
10513.199999999999,5,frame_00005.png,frame_00005.png
10513.3,6,frame_00006.png,frame_00006.png
10513.4,7,frame_00007.png,frame_00007.png
10513.5,8,frame_00008.png,frame_00008.png
10513.6,9,frame_00009.png,frame_00009.png
10513.699999999999,10,frame_00010.png,frame_00010.png
10513.8,11,frame_00011.png,frame_00011.png
10513.9,12,frame_00012.png,frame_00012.png
10514.0,13,frame_00013.png,frame_00013.png
10514.1,14,frame_00014.png,frame_00014.png
10514.199999999999,15,frame_00015.png,frame_00015.png
10514.3,16,frame_00016.png,frame_00016.png
10514.4,17,frame_00017.png,frame_00017.png
10514.5,18,frame_00018.png,frame_00018.png
10514.6,19,frame_00019.png,frame_00019.png
10514.699999999999,20,frame_00020.png,frame_00020.png
10514.8,21,frame_00021.png,frame_00021.png
10514.9,22,frame_00022.png,frame_00022.png
10515.0,23,frame_00023.png,frame_00023.png
10515.1,24,frame_00024.png,frame_00024.png
10515.199999999999,25,frame_00025.png,frame_00025.png
10515.3,26,frame_00026.png,frame_00026.png
10515.4,27,frame_00027.png,frame_00027.png
10515.5,28,frame_00028.png,frame_00028.png
10515.6,29,frame_00029.png,frame_00029.png
10515.699999999999,30,frame_00030.png,frame_00030.png
10515.8,31,frame_00031.png,frame_00031.png
10515.9,32,frame_00032.png,frame_00032.png
10516.0,33,frame_00033.png,frame_00033.png
10516.1,34,frame_00034.png,frame_00034.png
10516.199999999999,35,frame_00035.png,frame_00035.png
10516.3,36,frame_00036.png,frame_00036.png
10516.4,37,frame_00037.png,frame_00037.png
10516.5,38,frame_00038.png,frame_00038.png
10516.6,39,frame_00039.png,frame_00039.png
10516.699999999999,40,frame_00040.png,frame_00040.png
10516.8,41,frame_00041.png,frame_00041.png
10516.9,42,frame_00042.png,frame_00042.png
10517.0,43,frame_00043.png,frame_00043.png
10517.1,44,frame_00044.png,frame_00044.png
10517.199999999999,45,frame_00045.png,frame_00045.png
10517.3,46,frame_00046.png,frame_00046.png
10517.4,47,frame_00047.png,frame_00047.png
10517.5,48,frame_00048.png,frame_00048.png
10517.6,49,frame_00049.png,frame_00049.png
10517.699999999999,50,frame_00050.png,frame_00050.png
10517.8,51,frame_00051.png,frame_00051.png
10517.9,52,frame_00052.png,frame_00052.png
10518.0,53,frame_00053.png,frame_00053.png
10518.1,54,frame_00054.png,frame_00054.png
10518.199999999999,55,frame_00055.png,frame_00055.png
10518.3,56,frame_00056.png,frame_00056.png
10518.4,57,frame_00057.png,frame_00057.png
10518.5,58,frame_00058.png,frame_00058.png
10518.6,59,frame_00059.png,frame_00059.png
10518.699999999999,60,frame_00060.png,frame_00060.png
10518.8,61,frame_00061.png,frame_00061.png
10518.9,62,frame_00062.png,frame_00062.png
10519.0,63,frame_00063.png,frame_00063.png
10519.1,64,frame_00064.png,frame_00064.png
10519.199999999999,65,frame_00065.png,frame_00065.png
10519.3,66,frame_00066.png,frame_00066.png
10519.4,67,frame_00067.png,frame_00067.png
10519.5,68,frame_00068.png,frame_00068.png
10519.6,69,frame_00069.png,frame_00069.png
10519.699999999999,70,frame_00070.png,frame_00070.png
10519.8,71,frame_00071.png,frame_00071.png
10519.9,72,frame_00072.png,frame_00072.png
10520.0,73,frame_00073.png,frame_00073.png
10520.1,74,frame_00074.png,frame_00074.png
10520.199999999999,75,frame_00075.png,frame_00075.png
10520.3,76,frame_00076.png,frame_00076.png
10520.4,77,frame_00077.png,frame_00077.png
10520.5,78,frame_00078.png,frame_00078.png
10520.6,79,frame_00079.png,frame_00079.png
10520.699999999999,80,frame_00080.png,frame_00080.png
10520.8,81,frame_00081.png,frame_00081.png
10520.9,82,frame_00082.png,frame_00082.png
10521.0,83,frame_00083.png,frame_00083.png
10521.1,84,frame_00084.png,frame_00084.png
10521.199999999999,85,frame_00085.png,frame_00085.png
10521.3,86,frame_00086.png,frame_00086.png
