controller_time_s,frame_idx,head_image,wrist_image
2042.8629999999998,1,frame_00001.png,frame_00001.png
2043.0629999999999,2,frame_00002.png,frame_00002.png
2043.163,3,frame_00003.png,frame_00003.png
2043.263,4,frame_00004.png,frame_00004.png
2043.3629999999998,5,frame_00005.png,frame_00005.png
2043.463,6,frame_00006.png,frame_00006.png
2043.5629999999999,7,frame_00007.png,frame_00007.png
2043.663,8,frame_00008.png,frame_00008.png
2043.763,9,frame_00009.png,frame_00009.png
2043.8629999999998,10,frame_00010.png,frame_00010.png
2043.963,11,frame_00011.png,frame_00011.png
2044.0629999999999,12,frame_00012.png,frame_00012.png
2044.163,13,frame_00013.png,frame_00013.png
2044.263,14,frame_00014.png,frame_00014.png
2044.3629999999998,15,frame_00015.png,frame_00015.png
2044.463,16,frame_00016.png,frame_00016.png
2044.5629999999999,17,frame_00017.png,frame_00017.png
2044.663,18,frame_00018.png,frame_00018.png
2044.763,19,frame_00019.png,frame_00019.png
2044.8629999999998,20,frame_00020.png,frame_00020.png
2044.963,21,frame_00021.png,frame_00021.png
2045.0629999999999,22,frame_00022.png,frame_00022.png
2045.163,23,frame_00023.png,frame_00023.png
2045.263,24,frame_00024.png,frame_00024.png
2045.3629999999998,25,frame_00025.png,frame_00025.png
2045.463,26,frame_00026.png,frame_00026.png
2045.5629999999999,27,frame_00027.png,frame_00027.png
2045.663,28,frame_00028.png,frame_00028.png
2045.763,29,frame_00029.png,frame_00029.png
2045.8629999999998,30,frame_00030.png,frame_00030.png
2045.963,31,frame_00031.png,frame_00031.png
2046.0629999999999,32,frame_00032.png,frame_00032.png
2046.163,33,frame_00033.png,frame_00033.png
2046.263,34,frame_00034.png,frame_00034.png
2046.3629999999998,35,frame_00035.png,frame_00035.png
2046.463,36,frame_00036.png,frame_00036.png
2046.5629999999999,37,frame_00037.png,frame_00037.png
2046.663,38,frame_00038.png,frame_00038.png
2046.763,39,frame_00039.png,frame_00039.png
2046.8629999999998,40,frame_00040.png,frame_00040.png
2046.963,41,frame_00041.png,frame_00041.png
2047.0629999999999,42,frame_00042.png,frame_00042.png
2047.163,43,frame_00043.png,frame_00043.png
2047.263,44,frame_00044.png,frame_00044.png
